uf,tipo_crime,ano,mes,quantidade_ocorrencias
Para,Homicidio doloso,2022,5,206
Para,Lesao corporal seguida de morte,2022,5,5
Para,Roubo a instituicao financeira,2022,5,1
Para,Roubo de carga,2022,5,5
Para,Roubo de veiculo,2022,5,163
Para,Roubo seguido de morte (latrocinio),2022,5,6
Para,Tentativa de homicidio,2022,5,99
Para,Estupro,2022,6,356
Para,Furto de veiculo,2022,6,286
Para,Homicidio doloso,2022,6,164
Para,Lesao corporal seguida de morte,2022,6,2
Para,Roubo a instituicao financeira,2022,6,0
Para,Roubo de carga,2022,6,10
Para,Roubo de veiculo,2022,6,142
Para,Roubo seguido de morte (latrocinio),2022,6,8
Para,Tentativa de homicidio,2022,6,90
Para,Estupro,2022,7,371
Para,Furto de veiculo,2022,7,276
Para,Homicidio doloso,2022,7,194
Para,Lesao corporal seguida de morte,2022,7,4
Para,Roubo a instituicao financeira,2022,7,1
Para,Roubo de carga,2022,7,18
Para,Roubo de veiculo,2022,7,158
Para,Roubo seguido de morte (latrocinio),2022,7,3
Para,Tentativa de homicidio,2022,7,99
Para,Estupro,2022,8,466
Para,Furto de veiculo,2022,8,287
Para,Homicidio doloso,2022,8,173
Para,Lesao corporal seguida de morte,2022,8,2
Para,Roubo a instituicao financeira,2022,8,0
Para,Roubo de carga,2022,8,18
Para,Roubo de veiculo,2022,8,157
Para,Roubo seguido de morte (latrocinio),2022,8,6
Para,Tentativa de homicidio,2022,8,154
Para,Estupro,2022,9,464
Para,Furto de veiculo,2022,9,273
Para,Homicidio doloso,2022,9,171
Para,Lesao corporal seguida de morte,2022,9,2
Para,Roubo a instituicao financeira,2022,9,0
Para,Roubo de carga,2022,9,5
Para,Roubo de veiculo,2022,9,152
Para,Roubo seguido de morte (latrocinio),2022,9,13
Para,Tentativa de homicidio,2022,9,175
Para,Estupro,2022,10,433
Para,Furto de veiculo,2022,10,265
Para,Homicidio doloso,2022,10,187
Para,Lesao corporal seguida de morte,2022,10,3
Para,Roubo a instituicao financeira,2022,10,0
Para,Roubo de carga,2022,10,9
Para,Roubo de veiculo,2022,10,155
Para,Roubo seguido de morte (latrocinio),2022,10,4
Para,Tentativa de homicidio,2022,10,130
Para,Estupro,2022,11,409
Para,Furto de veiculo,2022,11,207
Para,Homicidio doloso,2022,11,188
Para,Lesao corporal seguida de morte,2022,11,1
Para,Roubo a instituicao financeira,2022,11,1
Para,Roubo de carga,2022,11,7
Para,Roubo de veiculo,2022,11,159
Para,Roubo seguido de morte (latrocinio),2022,11,3
Para,Tentativa de homicidio,2022,11,134
Para,Estupro,2022,12,372
Para,Furto de veiculo,2022,12,231
Para,Homicidio doloso,2022,12,178
Para,Lesao corporal seguida de morte,2022,12,2
Para,Roubo a instituicao financeira,2022,12,0
Para,Roubo de carga,2022,12,6
Para,Roubo de veiculo,2022,12,146
Para,Roubo seguido de morte (latrocinio),2022,12,5
Para,Tentativa de homicidio,2022,12,132
Paraiba,Estupro,2022,1,34
Paraiba,Furto de veiculo,2022,1,47
Paraiba,Homicidio doloso,2022,1,90
Paraiba,Lesao corporal seguida de morte,2022,1,0
Paraiba,Roubo a instituicao financeira,2022,1,1
Paraiba,Roubo de carga,2022,1,4
Paraiba,Roubo de veiculo,2022,1,220
Paraiba,Roubo seguido de morte (latrocinio),2022,1,4
Paraiba,Tentativa de homicidio,2022,1,32
Paraiba,Estupro,2022,2,40
Paraiba,Furto de veiculo,2022,2,49
Paraiba,Homicidio doloso,2022,2,101
Paraiba,Lesao corporal seguida de morte,2022,2,0
Paraiba,Roubo a instituicao financeira,2022,2,1
Paraiba,Roubo de carga,2022,2,0
Paraiba,Roubo de veiculo,2022,2,149
Paraiba,Roubo seguido de morte (latrocinio),2022,2,4
Paraiba,Tentativa de homicidio,2022,2,38
Paraiba,Estupro,2022,3,49
Paraiba,Furto de veiculo,2022,3,95
Paraiba,Homicidio doloso,2022,3,87
Paraiba,Lesao corporal seguida de morte,2022,3,0
Paraiba,Roubo a instituicao financeira,2022,3,1
Paraiba,Roubo de carga,2022,3,1
Paraiba,Roubo de veiculo,2022,3,275
Paraiba,Roubo seguido de morte (latrocinio),2022,3,4
Paraiba,Tentativa de homicidio,2022,3,29
Paraiba,Estupro,2022,4,39
Paraiba,Furto de veiculo,2022,4,87
Paraiba,Homicidio doloso,2022,4,86
Paraiba,Lesao corporal seguida de morte,2022,4,0
Paraiba,Roubo a instituicao financeira,2022,4,4
Paraiba,Roubo de carga,2022,4,3
Paraiba,Roubo de veiculo,2022,4,212
Paraiba,Roubo seguido de morte (latrocinio),2022,4,3
Paraiba,Tentativa de homicidio,2022,4,33
Paraiba,Estupro,2022,5,58
Paraiba,Furto de veiculo,2022,5,76
Paraiba,Homicidio doloso,2022,5,98
Paraiba,Lesao corporal seguida de morte,2022,5,0
Paraiba,Roubo a instituicao financeira,2022,5,3
Paraiba,Roubo de carga,2022,5,1
Paraiba,Roubo de veiculo,2022,5,216
Paraiba,Roubo seguido de morte (latrocinio),2022,5,1
Paraiba,Tentativa de homicidio,2022,5,43
Paraiba,Estupro,2022,6,33
Paraiba,Furto de veiculo,2022,6,131
Paraiba,Homicidio doloso,2022,6,89
Paraiba,Lesao corporal seguida de morte,2022,6,2
Paraiba,Roubo a instituicao financeira,2022,6,5
Paraiba,Roubo de carga,2022,6,0
Paraiba,Roubo de veiculo,2022,6,227
Paraiba,Roubo seguido de morte (latrocinio),2022,6,2
Paraiba,Tentativa de homicidio,2022,6,41
Paraiba,Estupro,2022,7,48
Paraiba,Furto de veiculo,2022,7,130
Paraiba,Homicidio doloso,2022,7,78
Paraiba,Lesao corporal seguida de morte,2022,7,0
Paraiba,Roubo a instituicao financeira,2022,7,1
Paraiba,Roubo de carga,2022,7,1
Paraiba,Roubo de veiculo,2022,7,240
Paraiba,Roubo seguido de morte (latrocinio),2022,7,2
Paraiba,Tentativa de homicidio,2022,7,19
Paraiba,Estupro,2022,8,63
Paraiba,Furto de veiculo,2022,8,62
Paraiba,Homicidio doloso,2022,8,69
Paraiba,Lesao corporal seguida de morte,2022,8,2
Paraiba,Roubo a instituicao financeira,2022,8,1
Paraiba,Roubo de carga,2022,8,1
Paraiba,Roubo de veiculo,2022,8,166
Paraiba,Roubo seguido de morte (latrocinio),2022,8,1
Paraiba,Tentativa de homicidio,2022,8,33
Paraiba,Estupro,2022,9,70
Paraiba,Furto de veiculo,2022,9,91
Paraiba,Homicidio doloso,2022,9,86
Paraiba,Lesao corporal seguida de morte,2022,9,0
Paraiba,Roubo a instituicao financeira,2022,9,0
Paraiba,Roubo de carga,2022,9,0
Paraiba,Roubo de veiculo,2022,9,202
Paraiba,Roubo seguido de morte (latrocinio),2022,9,0
Paraiba,Tentativa de homicidio,2022,9,46
Paraiba,Estupro,2022,10,50
Paraiba,Furto de veiculo,2022,10,66
Paraiba,Homicidio doloso,2022,10,74
Paraiba,Lesao corporal seguida de morte,2022,10,0
Paraiba,Roubo a instituicao financeira,2022,10,1
Paraiba,Roubo de carga,2022,10,3
Paraiba,Roubo de veiculo,2022,10,192
Paraiba,Roubo seguido de morte (latrocinio),2022,10,2
Paraiba,Tentativa de homicidio,2022,10,40
Paraiba,Estupro,2022,11,55
Paraiba,Furto de veiculo,2022,11,85
Paraiba,Homicidio doloso,2022,11,84
Paraiba,Lesao corporal seguida de morte,2022,11,0
Paraiba,Roubo a instituicao financeira,2022,11,0
Paraiba,Roubo de carga,2022,11,5
Paraiba,Roubo de veiculo,2022,11,172
Paraiba,Roubo seguido de morte (latrocinio),2022,11,0
Paraiba,Tentativa de homicidio,2022,11,37
Paraiba,Estupro,2022,12,56
Paraiba,Furto de veiculo,2022,12,57
Paraiba,Homicidio doloso,2022,12,77
Paraiba,Lesao corporal seguida de morte,2022,12,0
Paraiba,Roubo a instituicao financeira,2022,12,1
Paraiba,Roubo de carga,2022,12,3
Paraiba,Roubo de veiculo,2022,12,124
Paraiba,Roubo seguido de morte (latrocinio),2022,12,3
Paraiba,Tentativa de homicidio,2022,12,41
Parana,Estupro,2022,1,440
Parana,Furto de veiculo,2022,1,1025
Parana,Homicidio doloso,2022,1,190
Parana,Lesao corporal seguida de morte,2022,1,4
Parana,Roubo a instituicao financeira,2022,1,0
Parana,Roubo de carga,2022,1,44
Parana,Roubo de veiculo,2022,1,297
Parana,Roubo seguido de morte (latrocinio),2022,1,4
Parana,Tentativa de homicidio,2022,1,90
Parana,Estupro,2022,2,410
Parana,Furto de veiculo,2022,2,991
Parana,Homicidio doloso,2022,2,149
Parana,Lesao corporal seguida de morte,2022,2,5
Parana,Roubo a instituicao financeira,2022,2,2
Parana,Roubo de carga,2022,2,28
Parana,Roubo de veiculo,2022,2,228
Parana,Roubo seguido de morte (latrocinio),2022,2,3
Parana,Tentativa de homicidio,2022,2,66
Parana,Estupro,2022,3,457
Parana,Furto de veiculo,2022,3,1190
Parana,Homicidio doloso,2022,3,174
Parana,Lesao corporal seguida de morte,2022,3,1
Parana,Roubo a instituicao financeira,2022,3,1
Parana,Roubo de carga,2022,3,43
Parana,Roubo de veiculo,2022,3,325
Parana,Roubo seguido de morte (latrocinio),2022,3,5
Parana,Tentativa de homicidio,2022,3,64
Parana,Estupro,2022,4,434
Parana,Furto de veiculo,2022,4,1059
Parana,Homicidio doloso,2022,4,164
Parana,Lesao corporal seguida de morte,2022,4,3
Parana,Roubo a instituicao financeira,2022,4,0
Parana,Roubo de carga,2022,4,36
Parana,Roubo de veiculo,2022,4,296
Parana,Roubo seguido de morte (latrocinio),2022,4,5
Parana,Tentativa de homicidio,2022,4,62
Parana,Estupro,2022,5,513
Parana,Furto de veiculo,2022,5,1248
Parana,Homicidio doloso,2022,5,141
Parana,Lesao corporal seguida de morte,2022,5,3
Parana,Roubo a instituicao financeira,2022,5,3
Parana,Roubo de carga,2022,5,47
Parana,Roubo de veiculo,2022,5,281
Parana,Roubo seguido de morte (latrocinio),2022,5,8
Parana,Tentativa de homicidio,2022,5,67
Parana,Estupro,2022,6,493
Parana,Furto de veiculo,2022,6,1135
Parana,Homicidio doloso,2022,6,116
Parana,Lesao corporal seguida de morte,2022,6,4
Parana,Roubo a instituicao financeira,2022,6,0
Parana,Roubo de carga,2022,6,45
Parana,Roubo de veiculo,2022,6,276
Parana,Roubo seguido de morte (latrocinio),2022,6,3
Parana,Tentativa de homicidio,2022,6,71
Parana,Estupro,2022,7,535
Parana,Furto de veiculo,2022,7,1125
Parana,Homicidio doloso,2022,7,189
Parana,Lesao corporal seguida de morte,2022,7,4
Parana,Roubo a instituicao financeira,2022,7,3
Parana,Roubo de carga,2022,7,35
Parana,Roubo de veiculo,2022,7,291
Parana,Roubo seguido de morte (latrocinio),2022,7,3
Parana,Tentativa de homicidio,2022,7,70
Parana,Estupro,2022,8,581
Parana,Furto de veiculo,2022,8,1183
Parana,Homicidio doloso,2022,8,125
Parana,Lesao corporal seguida de morte,2022,8,2
Parana,Roubo a instituicao financeira,2022,8,1
Parana,Roubo de carga,2022,8,37
Parana,Roubo de veiculo,2022,8,300
Parana,Roubo seguido de morte (latrocinio),2022,8,6
Parana,Tentativa de homicidio,2022,8,76
Parana,Estupro,2022,9,514
Parana,Furto de veiculo,2022,9,1134
Parana,Homicidio doloso,2022,9,127
Parana,Lesao corporal seguida de morte,2022,9,1
Parana,Roubo a instituicao financeira,2022,9,0
Parana,Roubo de carga,2022,9,34
Parana,Roubo de veiculo,2022,9,265
Parana,Roubo seguido de morte (latrocinio),2022,9,7
Parana,Tentativa de homicidio,2022,9,78
Parana,Estupro,2022,10,553
Parana,Furto de veiculo,2022,10,1155
Parana,Homicidio doloso,2022,10,169
Parana,Lesao corporal seguida de morte,2022,10,5
Parana,Roubo a instituicao financeira,2022,10,0
Parana,Roubo de carga,2022,10,39
Parana,Roubo de veiculo,2022,10,262
Parana,Roubo seguido de morte (latrocinio),2022,10,3
Parana,Tentativa de homicidio,2022,10,72
Parana,Estupro,2022,11,506
Parana,Furto de veiculo,2022,11,1164
Parana,Homicidio doloso,2022,11,183
Parana,Lesao corporal seguida de morte,2022,11,4
Parana,Roubo a instituicao financeira,2022,11,0
Parana,Roubo de carga,2022,11,51
Parana,Roubo de veiculo,2022,11,308
Parana,Roubo seguido de morte (latrocinio),2022,11,3
Parana,Tentativa de homicidio,2022,11,64
Parana,Estupro,2022,12,484
Parana,Furto de veiculo,2022,12,1260
Parana,Homicidio doloso,2022,12,162
Parana,Lesao corporal seguida de morte,2022,12,3
Parana,Roubo a instituicao financeira,2022,12,1
Parana,Roubo de carga,2022,12,34
Parana,Roubo de veiculo,2022,12,295
Parana,Roubo seguido de morte (latrocinio),2022,12,7
Parana,Tentativa de homicidio,2022,12,99
Pernambuco,Estupro,2022,1,146
Pernambuco,Furto de veiculo,2022,1,496
Pernambuco,Homicidio doloso,2022,1,285
Pernambuco,Lesao corporal seguida de morte,2022,1,1
Pernambuco,Roubo a instituicao financeira,2022,1,0
Pernambuco,Roubo de carga,2022,1,26
Pernambuco,Roubo de veiculo,2022,1,912
Pernambuco,Roubo seguido de morte (latrocinio),2022,1,14
Pernambuco,Tentativa de homicidio,2022,1,211
Pernambuco,Estupro,2022,2,137
Pernambuco,Furto de veiculo,2022,2,429
Pernambuco,Homicidio doloso,2022,2,278
Pernambuco,Lesao corporal seguida de morte,2022,2,0
Pernambuco,Roubo a instituicao financeira,2022,2,0
Pernambuco,Roubo de carga,2022,2,31
Pernambuco,Roubo de veiculo,2022,2,812
Pernambuco,Roubo seguido de morte (latrocinio),2022,2,10
Pernambuco,Tentativa de homicidio,2022,2,205
Pernambuco,Estupro,2022,3,216
Pernambuco,Furto de veiculo,2022,3,510
Pernambuco,Homicidio doloso,2022,3,346
Pernambuco,Lesao corporal seguida de morte,2022,3,2
Pernambuco,Roubo a instituicao financeira,2022,3,0
Pernambuco,Roubo de carga,2022,3,29
Pernambuco,Roubo de veiculo,2022,3,955
Pernambuco,Roubo seguido de morte (latrocinio),2022,3,7
Pernambuco,Tentativa de homicidio,2022,3,251
Pernambuco,Estupro,2022,4,193
Pernambuco,Furto de veiculo,2022,4,492
Pernambuco,Homicidio doloso,2022,4,285
Pernambuco,Lesao corporal seguida de morte,2022,4,2
Pernambuco,Roubo a instituicao financeira,2022,4,0
Pernambuco,Roubo de carga,2022,4,26
Pernambuco,Roubo de veiculo,2022,4,893
Pernambuco,Roubo seguido de morte (latrocinio),2022,4,12
Pernambuco,Tentativa de homicidio,2022,4,215
Pernambuco,Estupro,2022,5,161
Pernambuco,Furto de veiculo,2022,5,594
Pernambuco,Homicidio doloso,2022,5,275
Pernambuco,Lesao corporal seguida de morte,2022,5,3
Pernambuco,Roubo a instituicao financeira,2022,5,0
Pernambuco,Roubo de carga,2022,5,27
Pernambuco,Roubo de veiculo,2022,5,903
Pernambuco,Roubo seguido de morte (latrocinio),2022,5,4
Pernambuco,Tentativa de homicidio,2022,5,219
Pernambuco,Estupro,2022,6,180
Pernambuco,Furto de veiculo,2022,6,555
Pernambuco,Homicidio doloso,2022,6,242
Pernambuco,Roubo a instituicao financeira,2022,6,0
Pernambuco,Roubo de carga,2022,6,20
Pernambuco,Roubo de veiculo,2022,6,954
Pernambuco,Roubo seguido de morte (latrocinio),2022,6,7
Pernambuco,Tentativa de homicidio,2022,6,195
Pernambuco,Estupro,2022,7,199
Pernambuco,Furto de veiculo,2022,7,580
Pernambuco,Homicidio doloso,2022,7,220
Pernambuco,Lesao corporal seguida de morte,2022,7,1
Pernambuco,Roubo a instituicao financeira,2022,7,0
Pernambuco,Roubo de carga,2022,7,25
Pernambuco,Roubo de veiculo,2022,7,985
Pernambuco,Roubo seguido de morte (latrocinio),2022,7,11
Pernambuco,Tentativa de homicidio,2022,7,169
Pernambuco,Estupro,2022,8,178
Pernambuco,Furto de veiculo,2022,8,640
Pernambuco,Homicidio doloso,2022,8,184
Pernambuco,Lesao corporal seguida de morte,2022,8,1
Pernambuco,Roubo a instituicao financeira,2022,8,1
Pernambuco,Roubo de carga,2022,8,36
Pernambuco,Roubo de veiculo,2022,8,947
Pernambuco,Roubo seguido de morte (latrocinio),2022,8,9
Pernambuco,Tentativa de homicidio,2022,8,169
Pernambuco,Estupro,2022,9,197
Pernambuco,Furto de veiculo,2022,9,721
Pernambuco,Homicidio doloso,2022,9,201
Pernambuco,Lesao corporal seguida de morte,2022,9,1
Pernambuco,Roubo a instituicao financeira,2022,9,2
Pernambuco,Roubo de carga,2022,9,31
Pernambuco,Roubo de veiculo,2022,9,856
Pernambuco,Roubo seguido de morte (latrocinio),2022,9,10
Pernambuco,Tentativa de homicidio,2022,9,177
Pernambuco,Estupro,2022,10,222
Pernambuco,Furto de veiculo,2022,10,654
Pernambuco,Homicidio doloso,2022,10,278
Pernambuco,Lesao corporal seguida de morte,2022,10,2
Pernambuco,Roubo a instituicao financeira,2022,10,0
Pernambuco,Roubo de carga,2022,10,22
Pernambuco,Roubo de veiculo,2022,10,872
Pernambuco,Roubo seguido de morte (latrocinio),2022,10,3
Pernambuco,Tentativa de homicidio,2022,10,205
Pernambuco,Estupro,2022,11,185
Pernambuco,Furto de veiculo,2022,11,645
Pernambuco,Homicidio doloso,2022,11,260
Pernambuco,Lesao corporal seguida de morte,2022,11,2
Pernambuco,Roubo a instituicao financeira,2022,11,0
Pernambuco,Roubo de carga,2022,11,43
Pernambuco,Roubo de veiculo,2022,11,993
Pernambuco,Roubo seguido de morte (latrocinio),2022,11,5
Pernambuco,Tentativa de homicidio,2022,11,178
Pernambuco,Estupro,2022,12,189
Pernambuco,Furto de veiculo,2022,12,706
Pernambuco,Homicidio doloso,2022,12,290
Pernambuco,Lesao corporal seguida de morte,2022,12,0
Pernambuco,Roubo a instituicao financeira,2022,12,0
Pernambuco,Roubo de carga,2022,12,33
Pernambuco,Roubo de veiculo,2022,12,1042
Pernambuco,Roubo seguido de morte (latrocinio),2022,12,6
Pernambuco,Tentativa de homicidio,2022,12,217
Piaui,Estupro,2022,1,61
Piaui,Furto de veiculo,2022,1,190
Piaui,Homicidio doloso,2022,1,46
Piaui,Lesao corporal seguida de morte,2022,1,0
Piaui,Roubo a instituicao financeira,2022,1,0
Piaui,Roubo de carga,2022,1,1
Piaui,Roubo de veiculo,2022,1,372
Piaui,Roubo seguido de morte (latrocinio),2022,1,4
Piaui,Tentativa de homicidio,2022,1,34
Piaui,Estupro,2022,2,71
Piaui,Furto de veiculo,2022,2,160
Piaui,Homicidio doloso,2022,2,50
Piaui,Lesao corporal seguida de morte,2022,2,0
Piaui,Roubo a instituicao financeira,2022,2,0
Piaui,Roubo de carga,2022,2,0
Piaui,Roubo de veiculo,2022,2,384
Piaui,Roubo seguido de morte (latrocinio),2022,2,3
Piaui,Tentativa de homicidio,2022,2,30
Piaui,Estupro,2022,3,89
Piaui,Furto de veiculo,2022,3,200
Piaui,Homicidio doloso,2022,3,60
Piaui,Lesao corporal seguida de morte,2022,3,0
Piaui,Roubo a instituicao financeira,2022,3,0
Piaui,Roubo de carga,2022,3,2
Piaui,Roubo de veiculo,2022,3,454
Piaui,Roubo seguido de morte (latrocinio),2022,3,1
Piaui,Tentativa de homicidio,2022,3,40
Piaui,Estupro,2022,4,73
Piaui,Furto de veiculo,2022,4,196
Piaui,Homicidio doloso,2022,4,84
Piaui,Lesao corporal seguida de morte,2022,4,1
Piaui,Roubo a instituicao financeira,2022,4,0
Piaui,Roubo de carga,2022,4,3
Piaui,Roubo de veiculo,2022,4,404
Piaui,Roubo seguido de morte (latrocinio),2022,4,1
Piaui,Tentativa de homicidio,2022,4,48
Piaui,Estupro,2022,5,108
Piaui,Furto de veiculo,2022,5,210
Piaui,Homicidio doloso,2022,5,71
Piaui,Lesao corporal seguida de morte,2022,5,0
Piaui,Roubo a instituicao financeira,2022,5,0
Piaui,Roubo de carga,2022,5,0
Piaui,Roubo de veiculo,2022,5,332
Piaui,Roubo seguido de morte (latrocinio),2022,5,2
Piaui,Tentativa de homicidio,2022,5,52
Piaui,Estupro,2022,6,105
Piaui,Furto de veiculo,2022,6,169
Piaui,Homicidio doloso,2022,6,46
Piaui,Lesao corporal seguida de morte,2022,6,1
Piaui,Roubo a instituicao financeira,2022,6,0
Piaui,Roubo de carga,2022,6,1
Piaui,Roubo de veiculo,2022,6,334
Piaui,Roubo seguido de morte (latrocinio),2022,6,2
Piaui,Tentativa de homicidio,2022,6,52
Piaui,Estupro,2022,7,90
Piaui,Furto de veiculo,2022,7,188
Piaui,Homicidio doloso,2022,7,67
Piaui,Lesao corporal seguida de morte,2022,7,1
Piaui,Roubo a instituicao financeira,2022,7,0
Piaui,Roubo de carga,2022,7,0
Piaui,Roubo de veiculo,2022,7,369
Piaui,Roubo seguido de morte (latrocinio),2022,7,2
Piaui,Tentativa de homicidio,2022,7,43
Piaui,Estupro,2022,8,93
Piaui,Furto de veiculo,2022,8,209
Piaui,Homicidio doloso,2022,8,64
Piaui,Lesao corporal seguida de morte,2022,8,0
Piaui,Roubo a instituicao financeira,2022,8,0
Piaui,Roubo de carga,2022,8,1
Piaui,Roubo de veiculo,2022,8,417
Piaui,Roubo seguido de morte (latrocinio),2022,8,1
Piaui,Tentativa de homicidio,2022,8,39
Piaui,Estupro,2022,9,92
Piaui,Furto de veiculo,2022,9,226
Piaui,Homicidio doloso,2022,9,81
Piaui,Lesao corporal seguida de morte,2022,9,3
Piaui,Roubo a instituicao financeira,2022,9,0
Piaui,Roubo de carga,2022,9,2
Piaui,Roubo de veiculo,2022,9,371
Piaui,Roubo seguido de morte (latrocinio),2022,9,2
Piaui,Tentativa de homicidio,2022,9,62
Piaui,Estupro,2022,10,96
Piaui,Furto de veiculo,2022,10,195
Piaui,Homicidio doloso,2022,10,74
Piaui,Lesao corporal seguida de morte,2022,10,0
Piaui,Roubo a instituicao financeira,2022,10,0
Piaui,Roubo de carga,2022,10,4
Piaui,Roubo de veiculo,2022,10,412
Piaui,Roubo seguido de morte (latrocinio),2022,10,3
Piaui,Tentativa de homicidio,2022,10,48
Piaui,Estupro,2022,11,75
Piaui,Furto de veiculo,2022,11,197
Piaui,Homicidio doloso,2022,11,64
Piaui,Lesao corporal seguida de morte,2022,11,0
Piaui,Roubo a instituicao financeira,2022,11,0
Piaui,Roubo de carga,2022,11,0
Piaui,Roubo de veiculo,2022,11,391
Piaui,Roubo seguido de morte (latrocinio),2022,11,1
Piaui,Tentativa de homicidio,2022,11,48
Piaui,Estupro,2022,12,84
Piaui,Furto de veiculo,2022,12,188
Piaui,Homicidio doloso,2022,12,76
Piaui,Lesao corporal seguida de morte,2022,12,1
Piaui,Roubo a instituicao financeira,2022,12,0
Piaui,Roubo de carga,2022,12,2
Piaui,Roubo de veiculo,2022,12,397
Piaui,Roubo seguido de morte (latrocinio),2022,12,2
Piaui,Tentativa de homicidio,2022,12,45
Rio de Janeiro,Estupro,2022,1,399
Rio de Janeiro,Furto de veiculo,2022,1,1314
Rio de Janeiro,Homicidio doloso,2022,1,239
Rio de Janeiro,Lesao corporal seguida de morte,2022,1,4
Rio de Janeiro,Roubo a instituicao financeira,2022,1,8
Rio de Janeiro,Roubo de carga,2022,1,376
Rio de Janeiro,Roubo de veiculo,2022,1,1859
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,1,4
Rio de Janeiro,Tentativa de homicidio,2022,1,193
Rio de Janeiro,Estupro,2022,2,369
Rio de Janeiro,Furto de veiculo,2022,2,1295
Rio de Janeiro,Homicidio doloso,2022,2,239
Rio de Janeiro,Lesao corporal seguida de morte,2022,2,2
Rio de Janeiro,Roubo a instituicao financeira,2022,2,8
Rio de Janeiro,Roubo de carga,2022,2,336
Rio de Janeiro,Roubo de veiculo,2022,2,1771
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,2,4
Rio de Janeiro,Tentativa de homicidio,2022,2,184
Rio de Janeiro,Estupro,2022,3,476
Rio de Janeiro,Furto de veiculo,2022,3,1573
Rio de Janeiro,Homicidio doloso,2022,3,237
Rio de Janeiro,Lesao corporal seguida de morte,2022,3,1
Rio de Janeiro,Roubo a instituicao financeira,2022,3,8
Rio de Janeiro,Roubo de carga,2022,3,342
Rio de Janeiro,Roubo de veiculo,2022,3,2146
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,3,6
Rio de Janeiro,Tentativa de homicidio,2022,3,225
Rio de Janeiro,Estupro,2022,4,373
Rio de Janeiro,Furto de veiculo,2022,4,1441
Rio de Janeiro,Homicidio doloso,2022,4,247
Rio de Janeiro,Lesao corporal seguida de morte,2022,4,2
Rio de Janeiro,Roubo a instituicao financeira,2022,4,3
Rio de Janeiro,Roubo de carga,2022,4,325
Rio de Janeiro,Roubo de veiculo,2022,4,1965
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,4,2
Rio de Janeiro,Tentativa de homicidio,2022,4,176
Rio de Janeiro,Estupro,2022,5,441
Rio de Janeiro,Furto de veiculo,2022,5,1387
Rio de Janeiro,Homicidio doloso,2022,5,198
Rio de Janeiro,Lesao corporal seguida de morte,2022,5,1
Rio de Janeiro,Roubo a instituicao financeira,2022,5,7
Rio de Janeiro,Roubo de carga,2022,5,308
Rio de Janeiro,Roubo de veiculo,2022,5,2079
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,5,4
Rio de Janeiro,Tentativa de homicidio,2022,5,227
Rio de Janeiro,Estupro,2022,6,404
Rio de Janeiro,Furto de veiculo,2022,6,1371
Rio de Janeiro,Homicidio doloso,2022,6,215
Rio de Janeiro,Lesao corporal seguida de morte,2022,6,2
Rio de Janeiro,Roubo a instituicao financeira,2022,6,9
Rio de Janeiro,Roubo de carga,2022,6,281
Rio de Janeiro,Roubo de veiculo,2022,6,1876
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,6,7
Rio de Janeiro,Tentativa de homicidio,2022,6,188
Rio de Janeiro,Estupro,2022,7,464
Rio de Janeiro,Furto de veiculo,2022,7,1396
Rio de Janeiro,Homicidio doloso,2022,7,273
Rio de Janeiro,Lesao corporal seguida de morte,2022,7,2
Rio de Janeiro,Roubo a instituicao financeira,2022,7,5
Rio de Janeiro,Roubo de carga,2022,7,275
Rio de Janeiro,Roubo de veiculo,2022,7,2016
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,7,4
Rio de Janeiro,Tentativa de homicidio,2022,7,183
Rio de Janeiro,Estupro,2022,8,461
Rio de Janeiro,Furto de veiculo,2022,8,1391
Rio de Janeiro,Homicidio doloso,2022,8,202
Rio de Janeiro,Lesao corporal seguida de morte,2022,8,4
Rio de Janeiro,Roubo a instituicao financeira,2022,8,5
Rio de Janeiro,Roubo de carga,2022,8,372
Rio de Janeiro,Roubo de veiculo,2022,8,2047
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,8,6
Rio de Janeiro,Tentativa de homicidio,2022,8,217
Rio de Janeiro,Estupro,2022,9,432
Rio de Janeiro,Furto de veiculo,2022,9,1396
Rio de Janeiro,Homicidio doloso,2022,9,248
Rio de Janeiro,Lesao corporal seguida de morte,2022,9,6
Rio de Janeiro,Roubo a instituicao financeira,2022,9,6
Rio de Janeiro,Roubo de carga,2022,9,352
Rio de Janeiro,Roubo de veiculo,2022,9,2206
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,9,2
Rio de Janeiro,Tentativa de homicidio,2022,9,177
Rio de Janeiro,Estupro,2022,10,483
Rio de Janeiro,Furto de veiculo,2022,10,1407
Rio de Janeiro,Homicidio doloso,2022,10,272
Rio de Janeiro,Lesao corporal seguida de morte,2022,10,4
Rio de Janeiro,Roubo a instituicao financeira,2022,10,4
Rio de Janeiro,Roubo de carga,2022,10,397
Rio de Janeiro,Roubo de veiculo,2022,10,2451
Rio de Janeiro,Roubo seguido de morte (latrocinio),2022,10,10
Rio de Janeiro,Tentativa de homicidio,2022,10,199
