uf,tipo_crime,ano,mes,sexo_vitima,quantidade_vitimas
Minas Gerais,Lesao corporal seguida de morte,2021,10,Masculino,3
Minas Gerais,Lesao corporal seguida de morte,2021,10,Nao informado,0
Minas Gerais,Lesao corporal seguida de morte,2021,11,Feminino,1
Minas Gerais,Lesao corporal seguida de morte,2021,11,Masculino,3
Minas Gerais,Lesao corporal seguida de morte,2021,11,Nao informado,0
Minas Gerais,Lesao corporal seguida de morte,2021,12,Feminino,0
Minas Gerais,Lesao corporal seguida de morte,2021,12,Masculino,0
Minas Gerais,Lesao corporal seguida de morte,2021,12,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,1,Feminino,2
Minas Gerais,Roubo seguido de morte (latrocinio),2021,1,Masculino,6
Minas Gerais,Roubo seguido de morte (latrocinio),2021,1,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,2,Feminino,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,2,Masculino,10
Minas Gerais,Roubo seguido de morte (latrocinio),2021,2,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,3,Feminino,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,3,Masculino,1
Minas Gerais,Roubo seguido de morte (latrocinio),2021,3,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,4,Feminino,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,4,Masculino,4
Minas Gerais,Roubo seguido de morte (latrocinio),2021,4,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,5,Feminino,1
Minas Gerais,Roubo seguido de morte (latrocinio),2021,5,Masculino,5
Minas Gerais,Roubo seguido de morte (latrocinio),2021,5,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,6,Feminino,1
Minas Gerais,Roubo seguido de morte (latrocinio),2021,6,Masculino,6
Minas Gerais,Roubo seguido de morte (latrocinio),2021,6,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,7,Feminino,3
Minas Gerais,Roubo seguido de morte (latrocinio),2021,7,Masculino,6
Minas Gerais,Roubo seguido de morte (latrocinio),2021,7,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,8,Feminino,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,8,Masculino,4
Minas Gerais,Roubo seguido de morte (latrocinio),2021,8,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,9,Feminino,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,9,Masculino,4
Minas Gerais,Roubo seguido de morte (latrocinio),2021,9,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,10,Feminino,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,10,Masculino,8
Minas Gerais,Roubo seguido de morte (latrocinio),2021,10,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,11,Feminino,2
Minas Gerais,Roubo seguido de morte (latrocinio),2021,11,Masculino,5
Minas Gerais,Roubo seguido de morte (latrocinio),2021,11,Nao informado,0
Minas Gerais,Roubo seguido de morte (latrocinio),2021,12,Feminino,1
Minas Gerais,Roubo seguido de morte (latrocinio),2021,12,Masculino,7
Minas Gerais,Roubo seguido de morte (latrocinio),2021,12,Nao informado,0
Para,Homicidio doloso,2021,1,Feminino,24
Para,Homicidio doloso,2021,1,Masculino,194
Para,Homicidio doloso,2021,1,Nao informado,0
Para,Homicidio doloso,2021,2,Feminino,13
Para,Homicidio doloso,2021,2,Masculino,157
Para,Homicidio doloso,2021,2,Nao informado,0
Para,Homicidio doloso,2021,3,Feminino,18
Para,Homicidio doloso,2021,3,Masculino,160
Para,Homicidio doloso,2021,3,Nao informado,0
Para,Homicidio doloso,2021,4,Feminino,13
Para,Homicidio doloso,2021,4,Masculino,147
Para,Homicidio doloso,2021,4,Nao informado,0
Para,Homicidio doloso,2021,5,Feminino,12
Para,Homicidio doloso,2021,5,Masculino,196
Para,Homicidio doloso,2021,5,Nao informado,0
Para,Homicidio doloso,2021,6,Feminino,18
Para,Homicidio doloso,2021,6,Masculino,162
Para,Homicidio doloso,2021,6,Nao informado,0
Para,Homicidio doloso,2021,7,Feminino,14
Para,Homicidio doloso,2021,7,Masculino,137
Para,Homicidio doloso,2021,7,Nao informado,0
Para,Homicidio doloso,2021,8,Feminino,23
Para,Homicidio doloso,2021,8,Masculino,198
Para,Homicidio doloso,2021,8,Nao informado,0
Para,Homicidio doloso,2021,9,Feminino,12
Para,Homicidio doloso,2021,9,Masculino,158
Para,Homicidio doloso,2021,9,Nao informado,0
Para,Homicidio doloso,2021,10,Feminino,16
Para,Homicidio doloso,2021,10,Masculino,174
Para,Homicidio doloso,2021,10,Nao informado,0
Para,Homicidio doloso,2021,11,Feminino,15
Para,Homicidio doloso,2021,11,Masculino,157
Para,Homicidio doloso,2021,11,Nao informado,0
Para,Homicidio doloso,2021,12,Feminino,13
Para,Homicidio doloso,2021,12,Masculino,160
Para,Homicidio doloso,2021,12,Nao informado,2
Para,Lesao corporal seguida de morte,2021,1,Feminino,0
Para,Lesao corporal seguida de morte,2021,1,Masculino,2
Para,Lesao corporal seguida de morte,2021,1,Nao informado,0
Para,Lesao corporal seguida de morte,2021,2,Feminino,0
Para,Lesao corporal seguida de morte,2021,2,Masculino,2
Para,Lesao corporal seguida de morte,2021,2,Nao informado,0
Para,Lesao corporal seguida de morte,2021,3,Feminino,0
Para,Lesao corporal seguida de morte,2021,3,Masculino,2
Para,Lesao corporal seguida de morte,2021,3,Nao informado,0
Para,Lesao corporal seguida de morte,2021,4,Feminino,0
Para,Lesao corporal seguida de morte,2021,4,Masculino,3
Para,Lesao corporal seguida de morte,2021,4,Nao informado,0
Para,Lesao corporal seguida de morte,2021,5,Feminino,0
Para,Lesao corporal seguida de morte,2021,5,Masculino,1
Para,Lesao corporal seguida de morte,2021,5,Nao informado,0
Para,Lesao corporal seguida de morte,2021,6,Feminino,0
Para,Lesao corporal seguida de morte,2021,6,Masculino,1
Para,Lesao corporal seguida de morte,2021,6,Nao informado,0
Para,Lesao corporal seguida de morte,2021,7,Feminino,0
Para,Lesao corporal seguida de morte,2021,7,Masculino,2
Para,Lesao corporal seguida de morte,2021,7,Nao informado,0
Para,Lesao corporal seguida de morte,2021,8,Feminino,0
Para,Lesao corporal seguida de morte,2021,8,Masculino,3
Para,Lesao corporal seguida de morte,2021,8,Nao informado,0
Para,Lesao corporal seguida de morte,2021,9,Feminino,1
Para,Lesao corporal seguida de morte,2021,9,Masculino,3
Para,Lesao corporal seguida de morte,2021,9,Nao informado,0
Para,Lesao corporal seguida de morte,2021,10,Feminino,1
Para,Lesao corporal seguida de morte,2021,10,Masculino,3
Para,Lesao corporal seguida de morte,2021,10,Nao informado,0
Para,Lesao corporal seguida de morte,2021,11,Feminino,1
Para,Lesao corporal seguida de morte,2021,11,Masculino,0
Para,Lesao corporal seguida de morte,2021,11,Nao informado,0
Para,Lesao corporal seguida de morte,2021,12,Feminino,0
Para,Lesao corporal seguida de morte,2021,12,Masculino,5
Para,Lesao corporal seguida de morte,2021,12,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,1,Feminino,0
Para,Roubo seguido de morte (latrocinio),2021,1,Masculino,8
Para,Roubo seguido de morte (latrocinio),2021,1,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,2,Feminino,2
Para,Roubo seguido de morte (latrocinio),2021,2,Masculino,13
Para,Roubo seguido de morte (latrocinio),2021,2,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,3,Feminino,0
Para,Roubo seguido de morte (latrocinio),2021,3,Masculino,14
Para,Roubo seguido de morte (latrocinio),2021,3,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,4,Feminino,0
Para,Roubo seguido de morte (latrocinio),2021,4,Masculino,4
Para,Roubo seguido de morte (latrocinio),2021,4,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,5,Feminino,1
Para,Roubo seguido de morte (latrocinio),2021,5,Masculino,10
Para,Roubo seguido de morte (latrocinio),2021,5,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,6,Feminino,0
Para,Roubo seguido de morte (latrocinio),2021,6,Masculino,7
Para,Roubo seguido de morte (latrocinio),2021,6,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,7,Feminino,3
Para,Roubo seguido de morte (latrocinio),2021,7,Masculino,3
Para,Roubo seguido de morte (latrocinio),2021,7,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,8,Feminino,1
Para,Roubo seguido de morte (latrocinio),2021,8,Masculino,4
Para,Roubo seguido de morte (latrocinio),2021,8,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,9,Feminino,1
Para,Roubo seguido de morte (latrocinio),2021,9,Masculino,7
Para,Roubo seguido de morte (latrocinio),2021,9,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,10,Feminino,1
Para,Roubo seguido de morte (latrocinio),2021,10,Masculino,7
Para,Roubo seguido de morte (latrocinio),2021,10,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,11,Feminino,0
Para,Roubo seguido de morte (latrocinio),2021,11,Masculino,8
Para,Roubo seguido de morte (latrocinio),2021,11,Nao informado,0
Para,Roubo seguido de morte (latrocinio),2021,12,Feminino,1
Para,Roubo seguido de morte (latrocinio),2021,12,Masculino,10
Para,Roubo seguido de morte (latrocinio),2021,12,Nao informado,0
Paraiba,Homicidio doloso,2021,1,Feminino,6
Paraiba,Homicidio doloso,2021,1,Masculino,104
Paraiba,Homicidio doloso,2021,1,Nao informado,0
Paraiba,Homicidio doloso,2021,2,Feminino,6
Paraiba,Homicidio doloso,2021,2,Masculino,84
Paraiba,Homicidio doloso,2021,2,Nao informado,0
Paraiba,Homicidio doloso,2021,3,Feminino,8
Paraiba,Homicidio doloso,2021,3,Masculino,93
Paraiba,Homicidio doloso,2021,3,Nao informado,0
Paraiba,Homicidio doloso,2021,4,Feminino,5
Paraiba,Homicidio doloso,2021,4,Masculino,101
Paraiba,Homicidio doloso,2021,4,Nao informado,0
Paraiba,Homicidio doloso,2021,5,Feminino,6
Paraiba,Homicidio doloso,2021,5,Masculino,91
Paraiba,Homicidio doloso,2021,5,Nao informado,0
Paraiba,Homicidio doloso,2021,6,Feminino,9
Paraiba,Homicidio doloso,2021,6,Masculino,94
Paraiba,Homicidio doloso,2021,6,Nao informado,0
Paraiba,Homicidio doloso,2021,7,Feminino,7
Paraiba,Homicidio doloso,2021,7,Masculino,67
Paraiba,Homicidio doloso,2021,7,Nao informado,0
Paraiba,Homicidio doloso,2021,8,Feminino,11
Paraiba,Homicidio doloso,2021,8,Masculino,87
Paraiba,Homicidio doloso,2021,9,Feminino,4
Paraiba,Homicidio doloso,2021,9,Masculino,83
Paraiba,Homicidio doloso,2021,10,Feminino,6
Paraiba,Homicidio doloso,2021,10,Masculino,93
Paraiba,Homicidio doloso,2021,11,Feminino,2
Paraiba,Homicidio doloso,2021,11,Masculino,88
Paraiba,Homicidio doloso,2021,11,Nao informado,1
Paraiba,Homicidio doloso,2021,12,Feminino,8
Paraiba,Homicidio doloso,2021,12,Masculino,81
Paraiba,Lesao corporal seguida de morte,2021,1,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,1,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,1,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,2,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,2,Masculino,1
Paraiba,Lesao corporal seguida de morte,2021,2,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,3,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,3,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,3,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,4,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,4,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,4,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,5,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,5,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,5,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,6,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,6,Masculino,1
Paraiba,Lesao corporal seguida de morte,2021,6,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,7,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,7,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,7,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,8,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,8,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,9,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,9,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,9,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,10,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,10,Masculino,1
Paraiba,Lesao corporal seguida de morte,2021,11,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,11,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,11,Nao informado,0
Paraiba,Lesao corporal seguida de morte,2021,12,Feminino,0
Paraiba,Lesao corporal seguida de morte,2021,12,Masculino,0
Paraiba,Lesao corporal seguida de morte,2021,12,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,1,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,1,Masculino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,1,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,2,Feminino,1
Paraiba,Roubo seguido de morte (latrocinio),2021,2,Masculino,1
Paraiba,Roubo seguido de morte (latrocinio),2021,2,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,3,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,3,Masculino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,3,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,4,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,4,Masculino,3
Paraiba,Roubo seguido de morte (latrocinio),2021,4,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,5,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,5,Masculino,1
Paraiba,Roubo seguido de morte (latrocinio),2021,5,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,6,Feminino,1
Paraiba,Roubo seguido de morte (latrocinio),2021,6,Masculino,3
Paraiba,Roubo seguido de morte (latrocinio),2021,6,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,7,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,7,Masculino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,7,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,8,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,8,Masculino,2
Paraiba,Roubo seguido de morte (latrocinio),2021,9,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,9,Masculino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,9,Nao informado,0
Paraiba,Roubo seguido de morte (latrocinio),2021,10,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,10,Masculino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,11,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,11,Masculino,4
Paraiba,Roubo seguido de morte (latrocinio),2021,12,Feminino,0
Paraiba,Roubo seguido de morte (latrocinio),2021,12,Masculino,1
Paraiba,Roubo seguido de morte (latrocinio),2021,12,Nao informado,0
Parana,Homicidio doloso,2021,1,Feminino,21
Parana,Homicidio doloso,2021,1,Masculino,163
Parana,Homicidio doloso,2021,1,Nao informado,0
Parana,Homicidio doloso,2021,2,Feminino,17
Parana,Homicidio doloso,2021,2,Masculino,141
Parana,Homicidio doloso,2021,2,Nao informado,1
Parana,Homicidio doloso,2021,3,Feminino,14
Parana,Homicidio doloso,2021,3,Masculino,163
Parana,Homicidio doloso,2021,3,Nao informado,0
Parana,Homicidio doloso,2021,4,Feminino,13
Parana,Homicidio doloso,2021,4,Masculino,149
Parana,Homicidio doloso,2021,4,Nao informado,3
Parana,Homicidio doloso,2021,5,Feminino,13
Parana,Homicidio doloso,2021,5,Masculino,137
Parana,Homicidio doloso,2021,5,Nao informado,2
Parana,Homicidio doloso,2021,6,Feminino,16
Parana,Homicidio doloso,2021,6,Masculino,103
Parana,Homicidio doloso,2021,6,Nao informado,0
Parana,Homicidio doloso,2021,7,Feminino,14
Parana,Homicidio doloso,2021,7,Masculino,114
Parana,Homicidio doloso,2021,7,Nao informado,0
Parana,Homicidio doloso,2021,8,Feminino,19
Parana,Homicidio doloso,2021,8,Masculino,126
Parana,Homicidio doloso,2021,8,Nao informado,0
Parana,Homicidio doloso,2021,9,Feminino,21
Parana,Homicidio doloso,2021,9,Masculino,122
Parana,Homicidio doloso,2021,9,Nao informado,0
Parana,Homicidio doloso,2021,10,Feminino,19
Parana,Homicidio doloso,2021,10,Masculino,148
Parana,Homicidio doloso,2021,10,Nao informado,0
Parana,Homicidio doloso,2021,11,Feminino,10
Parana,Homicidio doloso,2021,11,Masculino,145
Parana,Homicidio doloso,2021,11,Nao informado,1
Parana,Homicidio doloso,2021,12,Feminino,25
Parana,Homicidio doloso,2021,12,Masculino,159
Parana,Homicidio doloso,2021,12,Nao informado,1
Parana,Lesao corporal seguida de morte,2021,1,Feminino,1
Parana,Lesao corporal seguida de morte,2021,1,Masculino,4
Parana,Lesao corporal seguida de morte,2021,1,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,2,Feminino,0
Parana,Lesao corporal seguida de morte,2021,2,Masculino,6
Parana,Lesao corporal seguida de morte,2021,2,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,3,Feminino,1
Parana,Lesao corporal seguida de morte,2021,3,Masculino,3
Parana,Lesao corporal seguida de morte,2021,3,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,4,Feminino,0
Parana,Lesao corporal seguida de morte,2021,4,Masculino,3
Parana,Lesao corporal seguida de morte,2021,4,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,5,Feminino,1
Parana,Lesao corporal seguida de morte,2021,5,Masculino,1
Parana,Lesao corporal seguida de morte,2021,5,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,6,Feminino,0
Parana,Lesao corporal seguida de morte,2021,6,Masculino,2
Parana,Lesao corporal seguida de morte,2021,6,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,7,Feminino,0
Parana,Lesao corporal seguida de morte,2021,7,Masculino,1
Parana,Lesao corporal seguida de morte,2021,7,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,8,Feminino,0
Parana,Lesao corporal seguida de morte,2021,8,Masculino,4
Parana,Lesao corporal seguida de morte,2021,8,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,9,Feminino,1
Parana,Lesao corporal seguida de morte,2021,9,Masculino,4
Parana,Lesao corporal seguida de morte,2021,9,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,10,Feminino,0
Parana,Lesao corporal seguida de morte,2021,10,Masculino,2
Parana,Lesao corporal seguida de morte,2021,10,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,11,Feminino,0
Parana,Lesao corporal seguida de morte,2021,11,Masculino,2
Parana,Lesao corporal seguida de morte,2021,11,Nao informado,0
Parana,Lesao corporal seguida de morte,2021,12,Feminino,1
Parana,Lesao corporal seguida de morte,2021,12,Masculino,2
Parana,Lesao corporal seguida de morte,2021,12,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,1,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,1,Masculino,5
Parana,Roubo seguido de morte (latrocinio),2021,1,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,2,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,2,Masculino,5
Parana,Roubo seguido de morte (latrocinio),2021,2,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,3,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,3,Masculino,7
Parana,Roubo seguido de morte (latrocinio),2021,3,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,4,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,4,Masculino,3
Parana,Roubo seguido de morte (latrocinio),2021,4,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,5,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,5,Masculino,1
Parana,Roubo seguido de morte (latrocinio),2021,5,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,6,Feminino,1
Parana,Roubo seguido de morte (latrocinio),2021,6,Masculino,2
Parana,Roubo seguido de morte (latrocinio),2021,6,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,7,Feminino,1
Parana,Roubo seguido de morte (latrocinio),2021,7,Masculino,3
Parana,Roubo seguido de morte (latrocinio),2021,7,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,8,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,8,Masculino,1
Parana,Roubo seguido de morte (latrocinio),2021,8,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,9,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,9,Masculino,4
Parana,Roubo seguido de morte (latrocinio),2021,9,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,10,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,10,Masculino,3
Parana,Roubo seguido de morte (latrocinio),2021,10,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,11,Feminino,1
Parana,Roubo seguido de morte (latrocinio),2021,11,Masculino,2
Parana,Roubo seguido de morte (latrocinio),2021,11,Nao informado,0
Parana,Roubo seguido de morte (latrocinio),2021,12,Feminino,0
Parana,Roubo seguido de morte (latrocinio),2021,12,Masculino,2
Parana,Roubo seguido de morte (latrocinio),2021,12,Nao informado,1
Pernambuco,Homicidio doloso,2021,1,Feminino,14
Pernambuco,Homicidio doloso,2021,1,Masculino,256
Pernambuco,Homicidio doloso,2021,1,Nao informado,0
Pernambuco,Homicidio doloso,2021,2,Feminino,6
Pernambuco,Homicidio doloso,2021,2,Masculino,231
Pernambuco,Homicidio doloso,2021,2,Nao informado,0
Pernambuco,Homicidio doloso,2021,3,Feminino,9
Pernambuco,Homicidio doloso,2021,3,Masculino,247
Pernambuco,Homicidio doloso,2021,3,Nao informado,0
Pernambuco,Homicidio doloso,2021,4,Feminino,13
Pernambuco,Homicidio doloso,2021,4,Masculino,265
Pernambuco,Homicidio doloso,2021,4,Nao informado,0
Pernambuco,Homicidio doloso,2021,5,Feminino,9
Pernambuco,Homicidio doloso,2021,5,Masculino,266
Pernambuco,Homicidio doloso,2021,5,Nao informado,0
Pernambuco,Homicidio doloso,2021,6,Feminino,17
Pernambuco,Homicidio doloso,2021,6,Masculino,215
Pernambuco,Homicidio doloso,2021,6,Nao informado,0
Pernambuco,Homicidio doloso,2021,7,Feminino,14
Pernambuco,Homicidio doloso,2021,7,Masculino,234
Pernambuco,Homicidio doloso,2021,7,Nao informado,0
Pernambuco,Homicidio doloso,2021,8,Feminino,10
Pernambuco,Homicidio doloso,2021,8,Masculino,255
Pernambuco,Homicidio doloso,2021,8,Nao informado,1
Pernambuco,Homicidio doloso,2021,9,Feminino,19
Pernambuco,Homicidio doloso,2021,9,Masculino,246
Pernambuco,Homicidio doloso,2021,9,Nao informado,0
Pernambuco,Homicidio doloso,2021,10,Feminino,17
Pernambuco,Homicidio doloso,2021,10,Masculino,231
Pernambuco,Homicidio doloso,2021,10,Nao informado,1
Pernambuco,Homicidio doloso,2021,11,Feminino,8
Pernambuco,Homicidio doloso,2021,11,Masculino,276
Pernambuco,Homicidio doloso,2021,11,Nao informado,2
Pernambuco,Homicidio doloso,2021,12,Feminino,8
Pernambuco,Homicidio doloso,2021,12,Masculino,273
Pernambuco,Homicidio doloso,2021,12,Nao informado,1
Pernambuco,Lesao corporal seguida de morte,2021,1,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,1,Masculino,1
Pernambuco,Lesao corporal seguida de morte,2021,1,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,2,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,2,Masculino,0
Pernambuco,Lesao corporal seguida de morte,2021,2,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,3,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,3,Masculino,1
Pernambuco,Lesao corporal seguida de morte,2021,3,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,4,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,4,Masculino,3
Pernambuco,Lesao corporal seguida de morte,2021,4,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,5,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,5,Masculino,1
Pernambuco,Lesao corporal seguida de morte,2021,5,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,6,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,6,Masculino,2
Pernambuco,Lesao corporal seguida de morte,2021,6,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,7,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,7,Masculino,1
Pernambuco,Lesao corporal seguida de morte,2021,7,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,8,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,8,Masculino,2
Pernambuco,Lesao corporal seguida de morte,2021,8,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,9,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,9,Masculino,1
Pernambuco,Lesao corporal seguida de morte,2021,9,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,10,Feminino,0
Pernambuco,Lesao corporal seguida de morte,2021,10,Masculino,1
Pernambuco,Lesao corporal seguida de morte,2021,10,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,11,Feminino,1
Pernambuco,Lesao corporal seguida de morte,2021,11,Masculino,0
Pernambuco,Lesao corporal seguida de morte,2021,11,Nao informado,0
Pernambuco,Lesao corporal seguida de morte,2021,12,Feminino,2
Pernambuco,Lesao corporal seguida de morte,2021,12,Masculino,0
Pernambuco,Lesao corporal seguida de morte,2021,12,Nao informado,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,1,Feminino,1
Pernambuco,Roubo seguido de morte (latrocinio),2021,1,Masculino,13
Pernambuco,Roubo seguido de morte (latrocinio),2021,1,Nao informado,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,2,Feminino,2
Pernambuco,Roubo seguido de morte (latrocinio),2021,2,Masculino,10
Pernambuco,Roubo seguido de morte (latrocinio),2021,2,Nao informado,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,3,Feminino,1
Pernambuco,Roubo seguido de morte (latrocinio),2021,3,Masculino,8
Pernambuco,Roubo seguido de morte (latrocinio),2021,3,Nao informado,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,4,Feminino,1
Pernambuco,Roubo seguido de morte (latrocinio),2021,4,Masculino,12
Pernambuco,Roubo seguido de morte (latrocinio),2021,4,Nao informado,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,5,Feminino,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,5,Masculino,9
Pernambuco,Roubo seguido de morte (latrocinio),2021,5,Nao informado,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,6,Feminino,1
Pernambuco,Roubo seguido de morte (latrocinio),2021,6,Masculino,11
Pernambuco,Roubo seguido de morte (latrocinio),2021,6,Nao informado,0
Pernambuco,Roubo seguido de morte (latrocinio),2021,7,Feminino,0
