uf,tipo_crime,ano,mes,quantidade_ocorrencias
Paraíba,Homicídio doloso,2020,3,86
Paraíba,Lesão corporal seguida de morte,2020,3,1
Paraíba,Roubo a instituição financeira,2020,3,0
Paraíba,Roubo de carga,2020,3,0
Paraíba,Roubo de veículo,2020,3,276
Paraíba,Roubo seguido de morte (latrocínio),2020,3,0
Paraíba,Tentativa de homicídio,2020,3,26
Paraíba,Estupro,2020,4,14
Paraíba,Furto de veículo,2020,4,71
Paraíba,Homicídio doloso,2020,4,120
Paraíba,Lesão corporal seguida de morte,2020,4,0
Paraíba,Roubo a instituição financeira,2020,4,2
Paraíba,Roubo de carga,2020,4,1
Paraíba,Roubo de veículo,2020,4,266
Paraíba,Roubo seguido de morte (latrocínio),2020,4,0
Paraíba,Tentativa de homicídio,2020,4,39
Paraíba,Estupro,2020,5,11
Paraíba,Furto de veículo,2020,5,49
Paraíba,Homicídio doloso,2020,5,92
Paraíba,Lesão corporal seguida de morte,2020,5,0
Paraíba,Roubo a instituição financeira,2020,5,4
Paraíba,Roubo de carga,2020,5,1
Paraíba,Roubo de veículo,2020,5,159
Paraíba,Roubo seguido de morte (latrocínio),2020,5,0
Paraíba,Tentativa de homicídio,2020,5,40
Paraíba,Estupro,2020,6,33
Paraíba,Furto de veículo,2020,6,51
Paraíba,Homicídio doloso,2020,6,89
Paraíba,Lesão corporal seguida de morte,2020,6,0
Paraíba,Roubo a instituição financeira,2020,6,1
Paraíba,Roubo de carga,2020,6,0
Paraíba,Roubo de veículo,2020,6,173
Paraíba,Roubo seguido de morte (latrocínio),2020,6,0
Paraíba,Tentativa de homicídio,2020,6,29
Paraíba,Estupro,2020,7,7
Paraíba,Furto de veículo,2020,7,63
Paraíba,Homicídio doloso,2020,7,83
Paraíba,Lesão corporal seguida de morte,2020,7,0
Paraíba,Roubo a instituição financeira,2020,7,1
Paraíba,Roubo de carga,2020,7,2
Paraíba,Roubo de veículo,2020,7,181
Paraíba,Roubo seguido de morte (latrocínio),2020,7,0
Paraíba,Tentativa de homicídio,2020,7,8
Paraíba,Estupro,2020,8,25
Paraíba,Furto de veículo,2020,8,47
Paraíba,Homicídio doloso,2020,8,96
Paraíba,Lesão corporal seguida de morte,2020,8,0
Paraíba,Roubo a instituição financeira,2020,8,0
Paraíba,Roubo de carga,2020,8,3
Paraíba,Roubo de veículo,2020,8,179
Paraíba,Roubo seguido de morte (latrocínio),2020,8,0
Paraíba,Tentativa de homicídio,2020,8,26
Paraíba,Estupro,2020,9,10
Paraíba,Furto de veículo,2020,9,43
Paraíba,Homicídio doloso,2020,9,70
Paraíba,Lesão corporal seguida de morte,2020,9,0
Paraíba,Roubo a instituição financeira,2020,9,3
Paraíba,Roubo de carga,2020,9,3
Paraíba,Roubo de veículo,2020,9,161
Paraíba,Roubo seguido de morte (latrocínio),2020,9,0
Paraíba,Tentativa de homicídio,2020,9,23
Paraíba,Estupro,2020,10,18
Paraíba,Furto de veículo,2020,10,60
Paraíba,Homicídio doloso,2020,10,91
Paraíba,Lesão corporal seguida de morte,2020,10,0
Paraíba,Roubo a instituição financeira,2020,10,0
Paraíba,Roubo de carga,2020,10,0
Paraíba,Roubo de veículo,2020,10,171
Paraíba,Roubo seguido de morte (latrocínio),2020,10,1
Paraíba,Tentativa de homicídio,2020,10,47
Paraíba,Estupro,2020,11,26
Paraíba,Furto de veículo,2020,11,59
Paraíba,Homicídio doloso,2020,11,119
Paraíba,Lesão corporal seguida de morte,2020,11,0
Paraíba,Roubo a instituição financeira,2020,11,0
Paraíba,Roubo de carga,2020,11,0
Paraíba,Roubo de veículo,2020,11,135
Paraíba,Roubo seguido de morte (latrocínio),2020,11,0
Paraíba,Tentativa de homicídio,2020,11,27
Paraíba,Estupro,2020,12,30
Paraíba,Furto de veículo,2020,12,67
Paraíba,Homicídio doloso,2020,12,98
Paraíba,Lesão corporal seguida de morte,2020,12,0
Paraíba,Roubo a instituição financeira,2020,12,3
Paraíba,Roubo de carga,2020,12,1
Paraíba,Roubo de veículo,2020,12,165
Paraíba,Roubo seguido de morte (latrocínio),2020,12,0
Paraíba,Tentativa de homicídio,2020,12,18
Paraná,Estupro,2020,1,467
Paraná,Furto de veículo,2020,1,1346
Paraná,Homicídio doloso,2020,1,155
Paraná,Lesão corporal seguida de morte,2020,1,9
Paraná,Roubo a instituição financeira,2020,1,0
Paraná,Roubo de carga,2020,1,26
Paraná,Roubo de veículo,2020,1,432
Paraná,Roubo seguido de morte (latrocínio),2020,1,3
Paraná,Tentativa de homicídio,2020,1,76
Paraná,Estupro,2020,2,453
Paraná,Furto de veículo,2020,2,1305
Paraná,Homicídio doloso,2020,2,204
Paraná,Lesão corporal seguida de morte,2020,2,9
Paraná,Roubo a instituição financeira,2020,2,1
Paraná,Roubo de carga,2020,2,36
Paraná,Roubo de veículo,2020,2,503
Paraná,Roubo seguido de morte (latrocínio),2020,2,2
Paraná,Tentativa de homicídio,2020,2,52
Paraná,Estupro,2020,3,394
Paraná,Furto de veículo,2020,3,1247
Paraná,Homicídio doloso,2020,3,196
Paraná,Lesão corporal seguida de morte,2020,3,7
Paraná,Roubo a instituição financeira,2020,3,0
Paraná,Roubo de carga,2020,3,43
Paraná,Roubo de veículo,2020,3,488
Paraná,Roubo seguido de morte (latrocínio),2020,3,7
Paraná,Tentativa de homicídio,2020,3,54
Paraná,Estupro,2020,4,284
Paraná,Furto de veículo,2020,4,1021
Paraná,Homicídio doloso,2020,4,170
Paraná,Lesão corporal seguida de morte,2020,4,7
Paraná,Roubo a instituição financeira,2020,4,2
Paraná,Roubo de carga,2020,4,44
Paraná,Roubo de veículo,2020,4,431
Paraná,Roubo seguido de morte (latrocínio),2020,4,6
Paraná,Tentativa de homicídio,2020,4,69
Paraná,Estupro,2020,5,357
Paraná,Furto de veículo,2020,5,921
Paraná,Homicídio doloso,2020,5,139
Paraná,Lesão corporal seguida de morte,2020,5,11
Paraná,Roubo a instituição financeira,2020,5,0
Paraná,Roubo de carga,2020,5,38
Paraná,Roubo de veículo,2020,5,342
Paraná,Roubo seguido de morte (latrocínio),2020,5,0
Paraná,Tentativa de homicídio,2020,5,53
Paraná,Estupro,2020,6,385
Paraná,Furto de veículo,2020,6,897
Paraná,Homicídio doloso,2020,6,147
Paraná,Lesão corporal seguida de morte,2020,6,4
Paraná,Roubo a instituição financeira,2020,6,0
Paraná,Roubo de carga,2020,6,35
Paraná,Roubo de veículo,2020,6,327
Paraná,Roubo seguido de morte (latrocínio),2020,6,4
Paraná,Tentativa de homicídio,2020,6,61
Paraná,Estupro,2020,7,403
Paraná,Furto de veículo,2020,7,878
Paraná,Homicídio doloso,2020,7,125
Paraná,Lesão corporal seguida de morte,2020,7,3
Paraná,Roubo a instituição financeira,2020,7,1
Paraná,Roubo de carga,2020,7,43
Paraná,Roubo de veículo,2020,7,309
Paraná,Roubo seguido de morte (latrocínio),2020,7,8
Paraná,Tentativa de homicídio,2020,7,57
Paraná,Estupro,2020,8,438
Paraná,Furto de veículo,2020,8,787
Paraná,Homicídio doloso,2020,8,139
Paraná,Lesão corporal seguida de morte,2020,8,5
Paraná,Roubo a instituição financeira,2020,8,2
Paraná,Roubo de carga,2020,8,46
Paraná,Roubo de veículo,2020,8,322
Paraná,Roubo seguido de morte (latrocínio),2020,8,7
Paraná,Tentativa de homicídio,2020,8,81
Paraná,Estupro,2020,9,503
Paraná,Furto de veículo,2020,9,878
Paraná,Homicídio doloso,2020,9,142
Paraná,Lesão corporal seguida de morte,2020,9,2
Paraná,Roubo a instituição financeira,2020,9,0
Paraná,Roubo de carga,2020,9,35
Paraná,Roubo de veículo,2020,9,328
Paraná,Roubo seguido de morte (latrocínio),2020,9,6
Paraná,Tentativa de homicídio,2020,9,77
Paraná,Estupro,2020,10,502
Paraná,Furto de veículo,2020,10,914
Paraná,Homicídio doloso,2020,10,158
Paraná,Lesão corporal seguida de morte,2020,10,1
Paraná,Roubo a instituição financeira,2020,10,1
Paraná,Roubo de carga,2020,10,36
Paraná,Roubo de veículo,2020,10,342
Paraná,Roubo seguido de morte (latrocínio),2020,10,3
Paraná,Tentativa de homicídio,2020,10,85
Paraná,Estupro,2020,11,505
Paraná,Furto de veículo,2020,11,855
Paraná,Homicídio doloso,2020,11,146
Paraná,Lesão corporal seguida de morte,2020,11,0
Paraná,Roubo a instituição financeira,2020,11,1
Paraná,Roubo de carga,2020,11,38
Paraná,Roubo de veículo,2020,11,331
Paraná,Roubo seguido de morte (latrocínio),2020,11,4
Paraná,Tentativa de homicídio,2020,11,90
Paraná,Estupro,2020,12,440
Paraná,Furto de veículo,2020,12,910
Paraná,Homicídio doloso,2020,12,170
Paraná,Lesão corporal seguida de morte,2020,12,3
Paraná,Roubo a instituição financeira,2020,12,1
Paraná,Roubo de carga,2020,12,36
Paraná,Roubo de veículo,2020,12,298
Paraná,Roubo seguido de morte (latrocínio),2020,12,7
Paraná,Tentativa de homicídio,2020,12,100
Pernambuco,Estupro,2020,1,171
Pernambuco,Furto de veículo,2020,1,482
Pernambuco,Homicídio doloso,2020,1,304
Pernambuco,Lesão corporal seguida de morte,2020,1,4
Pernambuco,Roubo a instituição financeira,2020,1,0
Pernambuco,Roubo de carga,2020,1,78
Pernambuco,Roubo de veículo,2020,1,1113
Pernambuco,Roubo seguido de morte (latrocínio),2020,1,8
Pernambuco,Tentativa de homicídio,2020,1,300
Pernambuco,Estupro,2020,2,149
Pernambuco,Furto de veículo,2020,2,511
Pernambuco,Homicídio doloso,2020,2,286
Pernambuco,Lesão corporal seguida de morte,2020,2,0
Pernambuco,Roubo a instituição financeira,2020,2,0
Pernambuco,Roubo de carga,2020,2,39
Pernambuco,Roubo de veículo,2020,2,873
Pernambuco,Roubo seguido de morte (latrocínio),2020,2,6
Pernambuco,Tentativa de homicídio,2020,2,257
Pernambuco,Estupro,2020,3,134
Pernambuco,Furto de veículo,2020,3,462
Pernambuco,Homicídio doloso,2020,3,336
Pernambuco,Lesão corporal seguida de morte,2020,3,1
Pernambuco,Roubo a instituição financeira,2020,3,0
Pernambuco,Roubo de carga,2020,3,63
Pernambuco,Roubo de veículo,2020,3,962
Pernambuco,Roubo seguido de morte (latrocínio),2020,3,9
Pernambuco,Tentativa de homicídio,2020,3,325
Pernambuco,Estupro,2020,4,131
Pernambuco,Furto de veículo,2020,4,346
Pernambuco,Homicídio doloso,2020,4,298
Pernambuco,Lesão corporal seguida de morte,2020,4,0
Pernambuco,Roubo a instituição financeira,2020,4,0
Pernambuco,Roubo de carga,2020,4,60
Pernambuco,Roubo de veículo,2020,4,903
Pernambuco,Roubo seguido de morte (latrocínio),2020,4,6
Pernambuco,Tentativa de homicídio,2020,4,319
Pernambuco,Estupro,2020,5,167
Pernambuco,Furto de veículo,2020,5,327
Pernambuco,Homicídio doloso,2020,5,315
Pernambuco,Lesão corporal seguida de morte,2020,5,1
Pernambuco,Roubo a instituição financeira,2020,5,3
Pernambuco,Roubo de carga,2020,5,46
Pernambuco,Roubo de veículo,2020,5,733
Pernambuco,Roubo seguido de morte (latrocínio),2020,5,15
Pernambuco,Tentativa de homicídio,2020,5,307
Pernambuco,Estupro,2020,6,144
Pernambuco,Furto de veículo,2020,6,368
Pernambuco,Homicídio doloso,2020,6,259
Pernambuco,Lesão corporal seguida de morte,2020,6,13
Pernambuco,Roubo a instituição financeira,2020,6,0
Pernambuco,Roubo de carga,2020,6,36
Pernambuco,Roubo de veículo,2020,6,749
Pernambuco,Roubo seguido de morte (latrocínio),2020,6,1
Pernambuco,Tentativa de homicídio,2020,6,307
Pernambuco,Estupro,2020,7,149
Pernambuco,Furto de veículo,2020,7,373
Pernambuco,Homicídio doloso,2020,7,277
Pernambuco,Lesão corporal seguida de morte,2020,7,1
Pernambuco,Roubo a instituição financeira,2020,7,0
Pernambuco,Roubo de carga,2020,7,47
Pernambuco,Roubo de veículo,2020,7,747
Pernambuco,Roubo seguido de morte (latrocínio),2020,7,13
Pernambuco,Tentativa de homicídio,2020,7,269
Pernambuco,Estupro,2020,8,185
Pernambuco,Furto de veículo,2020,8,390
Pernambuco,Homicídio doloso,2020,8,238
Pernambuco,Lesão corporal seguida de morte,2020,8,2
Pernambuco,Roubo a instituição financeira,2020,8,1
Pernambuco,Roubo de carga,2020,8,39
Pernambuco,Roubo de veículo,2020,8,619
Pernambuco,Roubo seguido de morte (latrocínio),2020,8,7
Pernambuco,Tentativa de homicídio,2020,8,342
Pernambuco,Estupro,2020,9,199
Pernambuco,Furto de veículo,2020,9,313
Pernambuco,Homicídio doloso,2020,9,258
Pernambuco,Lesão corporal seguida de morte,2020,9,0
Pernambuco,Roubo a instituição financeira,2020,9,0
Pernambuco,Roubo de carga,2020,9,24
Pernambuco,Roubo de veículo,2020,9,588
Pernambuco,Roubo seguido de morte (latrocínio),2020,9,11
Pernambuco,Tentativa de homicídio,2020,9,263
Pernambuco,Estupro,2020,10,161
Pernambuco,Furto de veículo,2020,10,391
Pernambuco,Homicídio doloso,2020,10,257
Pernambuco,Lesão corporal seguida de morte,2020,10,3
Pernambuco,Roubo a instituição financeira,2020,10,0
Pernambuco,Roubo de carga,2020,10,36
Pernambuco,Roubo de veículo,2020,10,732
Pernambuco,Roubo seguido de morte (latrocínio),2020,10,9
Pernambuco,Tentativa de homicídio,2020,10,293
Pernambuco,Estupro,2020,11,161
Pernambuco,Furto de veículo,2020,11,391
Pernambuco,Homicídio doloso,2020,11,257
Pernambuco,Lesão corporal seguida de morte,2020,11,3
Pernambuco,Roubo a instituição financeira,2020,11,0
Pernambuco,Roubo de carga,2020,11,36
Pernambuco,Roubo de veículo,2020,11,732
Pernambuco,Roubo seguido de morte (latrocínio),2020,11,9
Pernambuco,Tentativa de homicídio,2020,11,293
Pernambuco,Estupro,2020,12,180
Pernambuco,Furto de veículo,2020,12,457
Pernambuco,Homicídio doloso,2020,12,270
Pernambuco,Lesão corporal seguida de morte,2020,12,0
Pernambuco,Roubo a instituição financeira,2020,12,0
Pernambuco,Roubo de carga,2020,12,24
Pernambuco,Roubo de veículo,2020,12,803
Pernambuco,Roubo seguido de morte (latrocínio),2020,12,7
Pernambuco,Tentativa de homicídio,2020,12,245
Piauí,Estupro,2020,1,61
Piauí,Furto de veículo,2020,1,241
Piauí,Homicídio doloso,2020,1,42
Piauí,Lesão corporal seguida de morte,2020,1,0
Piauí,Roubo a instituição financeira,2020,1,1
Piauí,Roubo de carga,2020,1,1
Piauí,Roubo de veículo,2020,1,377
Piauí,Roubo seguido de morte (latrocínio),2020,1,4
Piauí,Tentativa de homicídio,2020,1,49
Piauí,Estupro,2020,2,61
Piauí,Furto de veículo,2020,2,280
Piauí,Homicídio doloso,2020,2,45
Piauí,Lesão corporal seguida de morte,2020,2,2
Piauí,Roubo a instituição financeira,2020,2,0
Piauí,Roubo de carga,2020,2,2
Piauí,Roubo de veículo,2020,2,450
Piauí,Roubo seguido de morte (latrocínio),2020,2,4
Piauí,Tentativa de homicídio,2020,2,52
Piauí,Estupro,2020,3,35
Piauí,Furto de veículo,2020,3,212
Piauí,Homicídio doloso,2020,3,48
Piauí,Lesão corporal seguida de morte,2020,3,0
Piauí,Roubo a instituição financeira,2020,3,1
Piauí,Roubo de carga,2020,3,0
Piauí,Roubo de veículo,2020,3,452
Piauí,Roubo seguido de morte (latrocínio),2020,3,7
Piauí,Tentativa de homicídio,2020,3,40
Piauí,Estupro,2020,4,39
Piauí,Furto de veículo,2020,4,151
Piauí,Homicídio doloso,2020,4,66
Piauí,Lesão corporal seguida de morte,2020,4,0
Piauí,Roubo a instituição financeira,2020,4,0
Piauí,Roubo de carga,2020,4,1
Piauí,Roubo de veículo,2020,4,315
Piauí,Roubo seguido de morte (latrocínio),2020,4,2
Piauí,Tentativa de homicídio,2020,4,47
Piauí,Estupro,2020,5,53
Piauí,Furto de veículo,2020,5,118
Piauí,Homicídio doloso,2020,5,45
Piauí,Lesão corporal seguida de morte,2020,5,0
Piauí,Roubo a instituição financeira,2020,5,0
Piauí,Roubo de carga,2020,5,1
Piauí,Roubo de veículo,2020,5,264
Piauí,Roubo seguido de morte (latrocínio),2020,5,2
Piauí,Tentativa de homicídio,2020,5,42
Piauí,Estupro,2020,6,48
Piauí,Furto de veículo,2020,6,143
Piauí,Homicídio doloso,2020,6,55
Piauí,Lesão corporal seguida de morte,2020,6,0
Piauí,Roubo a instituição financeira,2020,6,0
Piauí,Roubo de carga,2020,6,1
Piauí,Roubo de veículo,2020,6,270
Piauí,Roubo seguido de morte (latrocínio),2020,6,3
Piauí,Tentativa de homicídio,2020,6,34
Piauí,Estupro,2020,7,57
Piauí,Furto de veículo,2020,7,112
Piauí,Homicídio doloso,2020,7,56
Piauí,Lesão corporal seguida de morte,2020,7,0
Piauí,Roubo a instituição financeira,2020,7,1
Piauí,Roubo de carga,2020,7,1
Piauí,Roubo de veículo,2020,7,210
Piauí,Roubo seguido de morte (latrocínio),2020,7,4
Piauí,Tentativa de homicídio,2020,7,32
Piauí,Estupro,2020,8,62
Piauí,Furto de veículo,2020,8,144
Piauí,Homicídio doloso,2020,8,48
Piauí,Lesão corporal seguida de morte,2020,8,0
Piauí,Roubo a instituição financeira,2020,8,0
Piauí,Roubo de carga,2020,8,0
Piauí,Roubo de veículo,2020,8,244
Piauí,Roubo seguido de morte (latrocínio),2020,8,2
Piauí,Tentativa de homicídio,2020,8,40
Piauí,Estupro,2020,9,74
Piauí,Furto de veículo,2020,9,142
Piauí,Homicídio doloso,2020,9,53
Piauí,Lesão corporal seguida de morte,2020,9,0
Piauí,Roubo a instituição financeira,2020,9,0
Piauí,Roubo de carga,2020,9,0
Piauí,Roubo de veículo,2020,9,265
Piauí,Roubo seguido de morte (latrocínio),2020,9,2
Piauí,Tentativa de homicídio,2020,9,46
Piauí,Estupro,2020,10,61
Piauí,Furto de veículo,2020,10,203
Piauí,Homicídio doloso,2020,10,66
Piauí,Lesão corporal seguida de morte,2020,10,1
Piauí,Roubo a instituição financeira,2020,10,2
Piauí,Roubo de carga,2020,10,1
Piauí,Roubo de veículo,2020,10,340
Piauí,Roubo seguido de morte (latrocínio),2020,10,4
Piauí,Tentativa de homicídio,2020,10,58
Piauí,Estupro,2020,11,79
Piauí,Furto de veículo,2020,11,216
Piauí,Homicídio doloso,2020,11,63
Piauí,Lesão corporal seguida de morte,2020,11,4
Piauí,Roubo a instituição financeira,2020,11,0
Piauí,Roubo de carga,2020,11,1
Piauí,Roubo de veículo,2020,11,336
Piauí,Roubo seguido de morte (latrocínio),2020,11,2
Piauí,Tentativa de homicídio,2020,11,38
Piauí,Estupro,2020,12,71
Piauí,Furto de veículo,2020,12,227
Piauí,Homicídio doloso,2020,12,76
Piauí,Lesão corporal seguida de morte,2020,12,1
Piauí,Roubo a instituição financeira,2020,12,0
Piauí,Roubo de carga,2020,12,3
Piauí,Roubo de veículo,2020,12,373
Piauí,Roubo seguido de morte (latrocínio),2020,12,1
Piauí,Tentativa de homicídio,2020,12,26
Rio de Janeiro,Estupro,2020,1,367
Rio de Janeiro,Furto de veículo,2020,1,1365
Rio de Janeiro,Homicídio doloso,2020,1,333
Rio de Janeiro,Lesão corporal seguida de morte,2020,1,4
Rio de Janeiro,Roubo a instituição financeira,2020,1,6
Rio de Janeiro,Roubo de carga,2020,1,577
Rio de Janeiro,Roubo de veículo,2020,1,3246
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,1,8
Rio de Janeiro,Tentativa de homicídio,2020,1,287
Rio de Janeiro,Estupro,2020,2,376
Rio de Janeiro,Furto de veículo,2020,2,1182
Rio de Janeiro,Homicídio doloso,2020,2,300
Rio de Janeiro,Lesão corporal seguida de morte,2020,2,2
Rio de Janeiro,Roubo a instituição financeira,2020,2,9
Rio de Janeiro,Roubo de carga,2020,2,418
Rio de Janeiro,Roubo de veículo,2020,2,2925
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,2,10
Rio de Janeiro,Tentativa de homicídio,2020,2,267
Rio de Janeiro,Estupro,2020,3,330
Rio de Janeiro,Furto de veículo,2020,3,1114
Rio de Janeiro,Homicídio doloso,2020,3,352
Rio de Janeiro,Lesão corporal seguida de morte,2020,3,2
Rio de Janeiro,Roubo a instituição financeira,2020,3,7
Rio de Janeiro,Roubo de carga,2020,3,365
Rio de Janeiro,Roubo de veículo,2020,3,2449
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,3,9
Rio de Janeiro,Tentativa de homicídio,2020,3,256
Rio de Janeiro,Estupro,2020,4,222
Rio de Janeiro,Furto de veículo,2020,4,922
Rio de Janeiro,Homicídio doloso,2020,4,294
Rio de Janeiro,Lesão corporal seguida de morte,2020,4,5
Rio de Janeiro,Roubo a instituição financeira,2020,4,6
Rio de Janeiro,Roubo de carga,2020,4,337
Rio de Janeiro,Roubo de veículo,2020,4,1847
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,4,5
Rio de Janeiro,Tentativa de homicídio,2020,4,217
Rio de Janeiro,Estupro,2020,5,235
Rio de Janeiro,Furto de veículo,2020,5,904
Rio de Janeiro,Homicídio doloso,2020,5,255
Rio de Janeiro,Lesão corporal seguida de morte,2020,5,0
Rio de Janeiro,Roubo a instituição financeira,2020,5,10
Rio de Janeiro,Roubo de carga,2020,5,455
Rio de Janeiro,Roubo de veículo,2020,5,1586
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,5,6
Rio de Janeiro,Tentativa de homicídio,2020,5,180
Rio de Janeiro,Estupro,2020,6,354
Rio de Janeiro,Furto de veículo,2020,6,954
Rio de Janeiro,Homicídio doloso,2020,6,234
Rio de Janeiro,Lesão corporal seguida de morte,2020,6,2
Rio de Janeiro,Roubo a instituição financeira,2020,6,5
Rio de Janeiro,Roubo de carga,2020,6,404
Rio de Janeiro,Roubo de veículo,2020,6,1743
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,6,2
Rio de Janeiro,Tentativa de homicídio,2020,6,196
Rio de Janeiro,Estupro,2020,7,337
Rio de Janeiro,Furto de veículo,2020,7,1061
Rio de Janeiro,Homicídio doloso,2020,7,240
Rio de Janeiro,Lesão corporal seguida de morte,2020,7,4
Rio de Janeiro,Roubo a instituição financeira,2020,7,6
Rio de Janeiro,Roubo de carga,2020,7,544
Rio de Janeiro,Roubo de veículo,2020,7,1819
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,7,7
Rio de Janeiro,Tentativa de homicídio,2020,7,238
Rio de Janeiro,Estupro,2020,8,419
Rio de Janeiro,Furto de veículo,2020,8,1106
Rio de Janeiro,Homicídio doloso,2020,8,242
Rio de Janeiro,Lesão corporal seguida de morte,2020,8,2
Rio de Janeiro,Roubo a instituição financeira,2020,8,7
Rio de Janeiro,Roubo de carga,2020,8,416
Rio de Janeiro,Roubo de veículo,2020,8,1793
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,8,10
Rio de Janeiro,Tentativa de homicídio,2020,8,220
Rio de Janeiro,Estupro,2020,9,437
Rio de Janeiro,Furto de veículo,2020,9,1065
Rio de Janeiro,Homicídio doloso,2020,9,229
Rio de Janeiro,Lesão corporal seguida de morte,2020,9,3
Rio de Janeiro,Roubo a instituição financeira,2020,9,4
Rio de Janeiro,Roubo de carga,2020,9,323
Rio de Janeiro,Roubo de veículo,2020,9,1742
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,9,7
Rio de Janeiro,Tentativa de homicídio,2020,9,215
Rio de Janeiro,Estupro,2020,10,409
Rio de Janeiro,Furto de veículo,2020,10,1058
Rio de Janeiro,Homicídio doloso,2020,10,260
Rio de Janeiro,Lesão corporal seguida de morte,2020,10,2
Rio de Janeiro,Roubo a instituição financeira,2020,10,0
Rio de Janeiro,Roubo de carga,2020,10,358
Rio de Janeiro,Roubo de veículo,2020,10,1899
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,10,5
Rio de Janeiro,Tentativa de homicídio,2020,10,246
Rio de Janeiro,Estupro,2020,11,415
Rio de Janeiro,Furto de veículo,2020,11,1052
Rio de Janeiro,Homicídio doloso,2020,11,303
Rio de Janeiro,Lesão corporal seguida de morte,2020,11,2
Rio de Janeiro,Roubo a instituição financeira,2020,11,3
Rio de Janeiro,Roubo de carga,2020,11,331
Rio de Janeiro,Roubo de veículo,2020,11,2083
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,11,8
Rio de Janeiro,Tentativa de homicídio,2020,11,248
Rio de Janeiro,Estupro,2020,12,383
Rio de Janeiro,Furto de veículo,2020,12,1111
Rio de Janeiro,Homicídio doloso,2020,12,270
Rio de Janeiro,Lesão corporal seguida de morte,2020,12,3
Rio de Janeiro,Roubo a instituição financeira,2020,12,4
Rio de Janeiro,Roubo de carga,2020,12,459
Rio de Janeiro,Roubo de veículo,2020,12,2300
Rio de Janeiro,Roubo seguido de morte (latrocínio),2020,12,8
Rio de Janeiro,Tentativa de homicídio,2020,12,219
Rio Grande do Norte,Estupro,2020,1,36
Rio Grande do Norte,Furto de veículo,2020,1,72
Rio Grande do Norte,Homicídio doloso,2020,1,92
Rio Grande do Norte,Lesão corporal seguida de morte,2020,1,8
Rio Grande do Norte,Roubo de veículo,2020,1,645
Rio Grande do Norte,Roubo seguido de morte (latrocínio),2020,1,4
Rio Grande do Norte,Tentativa de homicídio,2020,1,23
Rio Grande do Norte,Estupro,2020,2,46
Rio Grande do Norte,Furto de veículo,2020,2,66
Rio Grande do Norte,Homicídio doloso,2020,2,105
Rio Grande do Norte,Lesão corporal seguida de morte,2020,2,13
Rio Grande do Norte,Roubo de veículo,2020,2,545
Rio Grande do Norte,Roubo seguido de morte (latrocínio),2020,2,12
Rio Grande do Norte,Tentativa de homicídio,2020,2,31
Rio Grande do Norte,Estupro,2020,3,29
Rio Grande do Norte,Furto de veículo,2020,3,56
Rio Grande do Norte,Homicídio doloso,2020,3,99
Rio Grande do Norte,Lesão corporal seguida de morte,2020,3,8
Rio Grande do Norte,Roubo a instituição financeira,2020,3,0
Rio Grande do Norte,Roubo de veículo,2020,3,585
Rio Grande do Norte,Roubo seguido de morte (latrocínio),2020,3,7
Rio Grande do Norte,Tentativa de homicídio,2020,3,20
Rio Grande do Norte,Estupro,2020,4,26
Rio Grande do Norte,Furto de veículo,2020,4,35
Rio Grande do Norte,Homicídio doloso,2020,4,119
Rio Grande do Norte,Lesão corporal seguida de morte,2020,4,17
Rio Grande do Norte,Roubo a instituição financeira,2020,4,1
Rio Grande do Norte,Roubo de veículo,2020,4,613
Rio Grande do Norte,Roubo seguido de morte (latrocínio),2020,4,4
Rio Grande do Norte,Tentativa de homicídio,2020,4,24
Rio Grande do Norte,Estupro,2020,5,32
Rio Grande do Norte,Furto de veículo,2020,5,28
Rio Grande do Norte,Homicídio doloso,2020,5,107
Rio Grande do Norte,Lesão corporal seguida de morte,2020,5,8
Rio Grande do Norte,Roubo a instituição financeira,2020,5,1
Rio Grande do Norte,Roubo de veículo,2020,5,438
Rio Grande do Norte,Roubo seguido de morte (latrocínio),2020,5,10
Rio Grande do Norte,Tentativa de homicídio,2020,5,20
Rio Grande do Norte,Estupro,2020,6,33
Rio Grande do Norte,Furto de veículo,2020,6,33
Rio Grande do Norte,Homicídio doloso,2020,6,101
Rio Grande do Norte,Lesão corporal seguida de morte,2020,6,4
Rio Grande do Norte,Roubo a instituição financeira,2020,6,1
Rio Grande do Norte,Roubo de carga,2020,6,0
Rio Grande do Norte,Roubo de veículo,2020,6,364
Rio Grande do Norte,Roubo seguido de morte (latrocínio),2020,6,1
Rio Grande do Norte,Tentativa de homicídio,2020,6,12
Rio Grande do Norte,Estupro,2020,7,38
Rio Grande do Norte,Furto de veículo,2020,7,43
Rio Grande do Norte,Homicídio doloso,2020,7,87
Rio Grande do Norte,Lesão corporal seguida de morte,2020,7,4
Rio Grande do Norte,Roubo a instituição financeira,2020,7,0
